timestamp,index,memory_used_MiB,memory_total_MiB,memory_free_MiB,gpu_util_pct,temperature_c
2026-07-02 12:57:11,0,0,23552,23552,0,42
2026-07-02 12:57:16,0,17592186043898,23552,24070,0,42
2026-07-02 12:57:21,0,17592186043898,23552,24070,0,42
2026-07-02 12:57:26,0,17592186043898,23552,24070,0,41
2026-07-02 12:57:31,0,17592186043898,23552,24070,0,41
2026-07-02 12:57:36,0,17592186043898,23552,24070,0,41
2026-07-02 12:57:41,0,527,23552,23026,15,41
2026-07-02 12:57:46,0,543,23552,23010,19,41
2026-07-02 12:57:51,0,543,23552,23010,19,41
2026-07-02 12:57:56,0,543,23552,23010,18,41
2026-07-02 12:58:02,0,543,23552,23010,11,41
2026-07-02 12:58:07,0,543,23552,23010,18,41
2026-07-02 12:58:12,0,543,23552,23010,18,41
2026-07-02 12:58:17,0,543,23552,23010,15,40
2026-07-02 12:58:22,0,543,23552,23010,15,40
2026-07-02 12:58:27,0,543,23552,23010,9,40
2026-07-02 12:58:32,0,543,23552,23010,17,40
2026-07-02 12:58:37,0,543,23552,23010,7,40
2026-07-02 12:58:42,0,543,23552,23010,18,40
2026-07-02 12:58:47,0,543,23552,23010,18,40
2026-07-02 12:58:52,0,543,23552,23010,15,40
2026-07-02 12:58:57,0,543,23552,23010,13,40
2026-07-02 12:59:02,0,543,23552,23010,18,40
2026-07-02 12:59:07,0,543,23552,23010,11,40
2026-07-02 12:59:12,0,543,23552,23010,18,40
2026-07-02 12:59:17,0,543,23552,23010,11,40
2026-07-02 12:59:22,0,543,23552,23010,18,40
2026-07-02 12:59:28,0,543,23552,23010,17,40
2026-07-02 12:59:33,0,543,23552,23010,18,40
2026-07-02 12:59:38,0,543,23552,23010,18,40
2026-07-02 12:59:43,0,543,23552,23010,19,40
2026-07-02 12:59:48,0,543,23552,23010,14,40
2026-07-02 12:59:53,0,543,23552,23010,18,40
2026-07-02 12:59:58,0,543,23552,23010,11,40
2026-07-02 13:00:03,0,543,23552,23010,18,40
2026-07-02 13:00:08,0,543,23552,23010,16,40
2026-07-02 13:00:13,0,543,23552,23010,13,40
2026-07-02 13:00:18,0,543,23552,23010,18,40
2026-07-02 13:00:23,0,543,23552,23010,18,40
2026-07-02 13:00:28,0,543,23552,23010,16,40
2026-07-02 13:00:33,0,543,23552,23010,18,40
2026-07-02 13:00:38,0,543,23552,23010,14,40
2026-07-02 13:00:43,0,543,23552,23010,18,40
2026-07-02 13:00:48,0,543,23552,23010,14,40
2026-07-02 13:00:54,0,543,23552,23010,19,40
2026-07-02 13:00:59,0,543,23552,23010,13,40
2026-07-02 13:01:04,0,543,23552,23010,19,40
2026-07-02 13:01:09,0,543,23552,23010,9,40
2026-07-02 13:01:14,0,543,23552,23010,18,40
2026-07-02 13:01:19,0,543,23552,23010,13,39
2026-07-02 13:01:24,0,543,23552,23010,11,39
2026-07-02 13:01:29,0,543,23552,23010,18,39
2026-07-02 13:01:34,0,543,23552,23010,17,39
2026-07-02 13:01:39,0,543,23552,23010,18,39
2026-07-02 13:01:44,0,543,23552,23010,19,40
2026-07-02 13:01:49,0,543,23552,23010,19,40
2026-07-02 13:01:55,0,543,23552,23010,11,40
2026-07-02 13:02:00,0,543,23552,23010,19,40
2026-07-02 13:02:05,0,543,23552,23010,19,40
2026-07-02 13:02:10,0,543,23552,23010,17,40
2026-07-02 13:02:15,0,543,23552,23010,9,40
2026-07-02 13:02:20,0,543,23552,23010,19,40
2026-07-02 13:02:25,0,543,23552,23010,18,40
2026-07-02 13:02:30,0,543,23552,23010,17,40
