timestamp,index,memory_used_MiB,memory_total_MiB,memory_free_MiB,gpu_util_pct,temperature_c
2026-07-03 16:08:29,0,577,23552,22976,19,41
2026-07-03 16:08:34,0,577,23552,22976,17,41
2026-07-03 16:08:40,0,577,23552,22976,13,41
2026-07-03 16:08:45,0,577,23552,22976,18,41
2026-07-03 16:08:50,0,577,23552,22976,18,41
2026-07-03 16:08:55,0,577,23552,22976,15,41
2026-07-03 16:09:00,0,577,23552,22976,18,41
2026-07-03 16:09:05,0,577,23552,22976,17,41
2026-07-03 16:09:10,0,577,23552,22976,13,41
2026-07-03 16:09:15,0,577,23552,22976,15,41
2026-07-03 16:09:20,0,577,23552,22976,19,41
2026-07-03 16:09:25,0,577,23552,22976,17,41
2026-07-03 16:09:30,0,577,23552,22976,19,41
2026-07-03 16:09:35,0,577,23552,22976,14,41
2026-07-03 16:09:40,0,577,23552,22976,17,41
2026-07-03 16:09:45,0,577,23552,22976,20,41
2026-07-03 16:09:50,0,577,23552,22976,18,41
2026-07-03 16:09:56,0,577,23552,22976,16,41
2026-07-03 16:10:01,0,577,23552,22976,18,41
2026-07-03 16:10:06,0,577,23552,22976,16,41
2026-07-03 16:10:11,0,577,23552,22976,12,41
2026-07-03 16:10:16,0,577,23552,22976,13,41
2026-07-03 16:10:21,0,577,23552,22976,19,41
2026-07-03 16:10:26,0,577,23552,22976,19,41
2026-07-03 16:10:31,0,577,23552,22976,16,41
2026-07-03 16:10:36,0,577,23552,22976,17,41
2026-07-03 16:10:41,0,577,23552,22976,19,41
2026-07-03 16:10:46,0,577,23552,22976,19,41
2026-07-03 16:10:51,0,577,23552,22976,17,41
2026-07-03 16:10:56,0,577,23552,22976,17,41
2026-07-03 16:11:01,0,577,23552,22976,11,41
2026-07-03 16:11:06,0,577,23552,22976,18,41
2026-07-03 16:11:12,0,577,23552,22976,16,41
2026-07-03 16:11:17,0,577,23552,22976,13,41
2026-07-03 16:11:22,0,577,23552,22976,18,41
2026-07-03 16:11:27,0,577,23552,22976,18,41
2026-07-03 16:11:32,0,577,23552,22976,17,41
2026-07-03 16:11:37,0,577,23552,22976,21,41
2026-07-03 16:11:42,0,577,23552,22976,15,41
2026-07-03 16:11:47,0,577,23552,22976,14,41
2026-07-03 16:11:52,0,577,23552,22976,18,41
2026-07-03 16:11:57,0,577,23552,22976,18,41
2026-07-03 16:12:02,0,577,23552,22976,11,41
2026-07-03 16:12:07,0,577,23552,22976,15,41
2026-07-03 16:12:12,0,577,23552,22976,19,41
2026-07-03 16:12:17,0,577,23552,22976,13,41
2026-07-03 16:12:22,0,577,23552,22976,19,41
2026-07-03 16:12:28,0,577,23552,22976,19,41
2026-07-03 16:12:33,0,577,23552,22976,17,41
2026-07-03 16:12:38,0,577,23552,22976,19,41
2026-07-03 16:12:43,0,577,23552,22976,19,41
2026-07-03 16:12:48,0,577,23552,22976,15,41
2026-07-03 16:12:53,0,577,23552,22976,19,41
2026-07-03 16:12:58,0,577,23552,22976,15,41
2026-07-03 16:13:03,0,577,23552,22976,15,41
2026-07-03 16:13:08,0,577,23552,22976,18,41
2026-07-03 16:13:13,0,577,23552,22976,17,41
2026-07-03 16:13:18,0,577,23552,22976,18,41
2026-07-03 16:13:23,0,577,23552,22976,19,41
2026-07-03 16:13:28,0,577,23552,22976,15,41
2026-07-03 16:13:33,0,577,23552,22976,13,41
2026-07-03 16:13:38,0,577,23552,22976,18,41
2026-07-03 16:13:44,0,577,23552,22976,15,41
2026-07-03 16:13:49,0,577,23552,22976,9,41
2026-07-03 16:13:54,0,577,23552,22976,19,41
2026-07-03 16:13:59,0,577,23552,22976,18,41
2026-07-03 16:14:04,0,577,23552,22976,18,41
2026-07-03 16:14:09,0,577,23552,22976,19,41
2026-07-03 16:14:14,0,577,23552,22976,12,41
2026-07-03 16:14:19,0,577,23552,22976,18,41
2026-07-03 16:14:24,0,577,23552,22976,18,41
2026-07-03 16:14:29,0,577,23552,22976,19,41
2026-07-03 16:14:34,0,577,23552,22976,17,41
2026-07-03 16:14:39,0,577,23552,22976,19,41
2026-07-03 16:14:44,0,577,23552,22976,15,41
2026-07-03 16:14:49,0,577,23552,22976,15,41
2026-07-03 16:14:54,0,577,23552,22976,19,41
2026-07-03 16:15:00,0,577,23552,22976,18,40
2026-07-03 16:15:05,0,577,23552,22976,13,40
2026-07-03 16:15:10,0,577,23552,22976,19,40
2026-07-03 16:15:15,0,577,23552,22976,18,40
2026-07-03 16:15:20,0,577,23552,22976,13,40
2026-07-03 16:15:25,0,577,23552,22976,19,40
