timestamp,index,memory_used_MiB,memory_total_MiB,memory_free_MiB,gpu_util_pct,temperature_c
2026-07-02 14:46:48,0,0,23552,23552,0,44
2026-07-02 14:46:54,0,17592186043898,23552,24070,0,44
2026-07-02 14:46:59,0,17592186043898,23552,24070,0,43
2026-07-02 14:47:04,0,17592186043898,23552,24070,0,43
2026-07-02 14:47:09,0,17592186043898,23552,24070,0,43
2026-07-02 14:47:14,0,17592186043898,23552,24070,0,43
2026-07-02 14:47:19,0,957,23552,22596,33,43
2026-07-02 14:47:24,0,957,23552,22596,17,43
2026-07-02 14:47:29,0,957,23552,22596,12,43
2026-07-02 14:47:34,0,957,23552,22596,13,43
2026-07-02 14:47:39,0,957,23552,22596,10,43
2026-07-02 14:47:44,0,957,23552,22596,12,43
2026-07-02 14:47:49,0,957,23552,22596,16,43
2026-07-02 14:47:54,0,957,23552,22596,15,43
2026-07-02 14:47:59,0,957,23552,22596,17,43
2026-07-02 14:48:04,0,957,23552,22596,21,43
2026-07-02 14:48:09,0,957,23552,22596,19,43
2026-07-02 14:48:15,0,957,23552,22596,17,43
2026-07-02 14:48:20,0,957,23552,22596,16,43
2026-07-02 14:48:25,0,957,23552,22596,18,43
2026-07-02 14:48:30,0,957,23552,22596,20,43
2026-07-02 14:48:35,0,957,23552,22596,17,43
2026-07-02 14:48:40,0,957,23552,22596,13,43
2026-07-02 14:48:45,0,957,23552,22596,20,43
2026-07-02 14:48:50,0,957,23552,22596,22,43
2026-07-02 14:48:55,0,957,23552,22596,24,43
2026-07-02 14:49:00,0,957,23552,22596,22,43
2026-07-02 14:49:05,0,957,23552,22596,21,43
2026-07-02 14:49:10,0,957,23552,22596,20,43
2026-07-02 14:49:15,0,957,23552,22596,19,43
2026-07-02 14:49:20,0,1255,23552,22298,13,43
2026-07-02 14:49:25,0,1255,23552,22298,13,43
2026-07-02 14:49:30,0,1255,23552,22298,21,43
2026-07-02 14:49:35,0,1255,23552,22298,15,43
2026-07-02 14:49:40,0,1255,23552,22298,21,43
2026-07-02 14:49:46,0,1255,23552,22298,17,43
2026-07-02 14:49:51,0,1255,23552,22298,18,43
2026-07-02 14:49:56,0,1255,23552,22298,14,43
2026-07-02 14:50:01,0,1255,23552,22298,14,43
2026-07-02 14:50:06,0,1255,23552,22298,17,43
2026-07-02 14:50:11,0,1255,23552,22298,15,43
2026-07-02 14:50:16,0,1255,23552,22298,22,43
2026-07-02 14:50:21,0,1255,23552,22298,21,43
2026-07-02 14:50:26,0,1255,23552,22298,23,43
2026-07-02 14:50:31,0,1255,23552,22298,22,43
2026-07-02 14:50:36,0,1255,23552,22298,12,43
2026-07-02 14:50:41,0,1255,23552,22298,14,43
2026-07-02 14:50:46,0,1255,23552,22298,18,43
2026-07-02 14:50:51,0,1255,23552,22298,20,43
2026-07-02 14:50:56,0,1257,23552,22296,18,43
2026-07-02 14:51:01,0,1257,23552,22296,16,43
2026-07-02 14:51:06,0,1257,23552,22296,13,43
2026-07-02 14:51:12,0,1257,23552,22296,13,43
2026-07-02 14:51:17,0,1257,23552,22296,56,44
2026-07-02 14:51:22,0,1257,23552,22296,10,43
2026-07-02 14:51:27,0,1257,23552,22296,10,43
2026-07-02 14:51:32,0,1257,23552,22296,15,43
2026-07-02 14:51:37,0,1257,23552,22296,20,43
2026-07-02 14:51:42,0,1257,23552,22296,18,43
2026-07-02 14:51:47,0,1257,23552,22296,20,43
2026-07-02 14:51:52,0,1257,23552,22296,13,43
2026-07-02 14:51:57,0,1257,23552,22296,10,43
2026-07-02 14:52:02,0,1257,23552,22296,16,43
2026-07-02 14:52:07,0,1257,23552,22296,13,43
2026-07-02 14:52:12,0,1257,23552,22296,15,43
2026-07-02 14:52:17,0,1257,23552,22296,19,43
2026-07-02 14:52:22,0,1257,23552,22296,19,43
2026-07-02 14:52:28,0,1257,23552,22296,20,43
2026-07-02 14:52:33,0,1257,23552,22296,10,43
2026-07-02 14:52:38,0,1257,23552,22296,10,43
2026-07-02 14:52:43,0,1257,23552,22296,13,43
2026-07-02 14:52:48,0,1257,23552,22296,18,43
2026-07-02 14:52:53,0,1257,23552,22296,18,43
2026-07-02 14:52:58,0,1257,23552,22296,17,43
2026-07-02 14:53:03,0,1257,23552,22296,14,43
2026-07-02 14:53:08,0,1257,23552,22296,10,43
2026-07-02 14:53:13,0,1257,23552,22296,13,43
2026-07-02 14:53:18,0,1257,23552,22296,18,43
2026-07-02 14:53:23,0,1257,23552,22296,20,43
2026-07-02 14:53:28,0,1257,23552,22296,22,43
2026-07-02 14:53:33,0,1257,23552,22296,13,43
2026-07-02 14:53:38,0,1257,23552,22296,16,43
2026-07-02 14:53:44,0,1257,23552,22296,19,43
2026-07-02 14:53:49,0,1257,23552,22296,17,43
2026-07-02 14:53:54,0,1257,23552,22296,17,43
2026-07-02 14:53:59,0,1257,23552,22296,10,43
2026-07-02 14:54:04,0,1257,23552,22296,100,45
2026-07-02 14:54:09,0,1257,23552,22296,16,43
2026-07-02 14:54:14,0,1257,23552,22296,0,43
